f,FIEMX,"Fidelity Advisor Emerging Europe, Middle East, Africa (EMEA) Fund I Class - Fidelity Investment Trust","82 Devonshire Street, Boston, MA 02109",877-208-0098,,,,,Adam  Kutas,"May 7, 2008",42.3578094167937,-71.0571865984733
c,CHTR,"Charter Communications, Inc.","400 Atlantic Street, Stamford, CT 06901, United States",203-905-7801,http://www.spectrum.com,Communication Services,Pay TV,"98,000",,,41.0503771,-73.5388942047455
c,BLIAQ,BB Liquidating Inc.,"2100 Ross Avenue, Suite 2100, Dallas, TX 75201, United States",214-438-1000,http://www.blockbuster.com,Consumer Cyclical,Media - Diversified,"25,000",,,32.787709,-96.798176
f,PABGX,"T. Rowe Price Blue Chip Growth Fund Advisor Class - T. Rowe Price Blue Chip Growth Fund, Inc","100 East Pratt Street, Baltimore MD 21202",800-638-8790,,,,,Larry J. Puglia,"June 29, 1993",39.28723475,-76.61272955468
c,EDVR,Endeavor Bank,"750 B Street, Suite 3110, San Diego, CA 92101, United States",619-329-6565,http://www.bankendeavor.com,Financial Services,Banks - Regional - US,,,,32.7179729,-117.1578839
f,GEIIX,Goldman Sachs Enhanced Income Fund Institutional Class - Goldman Sachs Trust,"71 South Wacker Drive, Chicago DE 60606",800-526-7384,,,,,Dave  Fishman,"December 30, 2008",41.8811007,-87.6360332229134
f,MPHRX,MassMutual Premier High Yield Fund Class R4 - Massmutual Premier Funds,"1295 State Street, Springfield, MA 1111",888-309-3539,,,,,Scott D. Roth,"December 2, 2010",42.1164854,-72.5459698
f,DLEUX,DoubleLine Shiller Enhanced International CAPE Class N - Doubleline Funds Trust,"333 South Grand Avenue, Suite 1800, Los Angeles, CA 90071",877-354-6311,,,,,Jeffrey E. Gundlach,"December 22, 2016",34.0526557619048,-118.251670142857
f,PIAMX,PIA High Yield (MACS) Fund Managed Account Completion Shares - Advisors Series Trust(PIA),"615 East Michigan Street, Milwaukee, Wi 53202",800-251-1970,,,,,Lloyd  McAdams,"December 25, 2017",43.0372711,-87.9032201
c,LGDOF,Reconnaissance Energy Africa Ltd.,"Berkeley Square House, Berkeley Square, London W1J 6BD, United Kingdom",44 77 4835 4555,http://www.reconafrica.com,,,,,,51.50987615,-0.144671642036636
f,SLFYX,SEI Institutional Managed Trust Multi-Asset Inflation Managed Fund Class Y - SEI Institutional Managed Trust,"2 OLIVER ST, BOSTON MA 02109",800-342-5734,,,,,Greg J. Wilensky,"December 30, 2012",42.357101,-71.0544421
c,ALYA,Alithya Group Inc.,"700, De la Gauchetiere Street West, Suite 2400, Montreal, QC H3B 5M2, Canada",514-285-5552,http://www.alithya.com,Technology,Information Technology Services,"2,000",,,45.5009658,-73.5646531
f,RYWZX,Rydex Inverse Emerging Markets 2x Strategy Fund C Class - Rydex Series Funds,"9601 Blackwell Road,Suite 500, Rockville, MD 20850",800-820-0888,,,,,Michael P. Byrum,"October 28, 2010",39.0988013,-77.1897498
f,CGRIX,Calamos Growth Fund Institutional Class - Calamos Investment Trust,"2020 Calamos Court, Naperville, IL 60563",800-582-6959,,,,,John  Calamos,"September 3, 1990",41.8064793,-88.2022875
f,PBDAX,PIMCO Investment Grade Credit Bond Fund Class A - PIMCO Investments LLC distributor,"1633 Broadway, New York NY 10019",888-877-4626,,,,,Amit R. Arora,"October 2, 2016",40.762093,-73.9846558958814
f,TLMHX,TIAA-CREF Lifecycle Index 2045 Fund Advisor Class - Tiaa-cref Funds,"730 Third Ave., New York NY 10017",877-518-9161,,,,,Steve L. Sedmak,"September 30, 2018",42.8002283,-73.9523152
f,LOBAX,BrandywineGLOBAL - Global Opportunities Bond Fund Class A2 - Legg Mason Global Asset Management Trust,"100 INTERNATIONAL DRIVE, BALTIMORE MD 21202",877-721-1926,,,,,David F. Hoffman,"October 31, 2006",39.2824979,-76.6015406044154
f,MSYDX,MainStay MacKay Unconstrained Fund Investor Class - MainStay Funds,"169 Lackawanna Ave, Parsippany, NJ 07054",800-624-6782,,,,,Dan C. Roberts,"October 31, 2009",40.878342,-74.453354
c,WFICF,Wall Financial Corporation,"1010 Burrard Street, Vancouver, BC V6Z 2R9, Canada",604-893-7131,http://www.wallfinancialcorp.ca,,,449,,,49.2871952,-123.116933
f,NSCIX,Columbia South Carolina Intermediate Municipal Bond Fund Class A - Columbia Funds Series Trust,"One Financial Center, Boston MA 02111",800-345-6611,,,,,Paul F. Fuchs,"August 31, 2016",42.35240955,-71.0563898411812
f,MXEBX,"Great-West Core Strategies: U.S. Equity Fund Institutional Class - Great-West Funds, Inc","8525 E Orchard Rd, Greenwood Village CO 80111",866-831-7129,,,,,Joseph  Gatz,"June 24, 2018",39.60988825,-104.890794870824
f,PBPRX,PIMCO RealPath Blend 2030 Fund Administrative Class - PIMCO Equity Series,"650 Newport Center Drive, Newport Beach, California 92660",888-877-4626,,,,,Mihir P. Worah,"December 21, 2015",33.6188929147052,-117.873771853298
f,IVOIX,Ivy Mid Cap Income Opportunities Fund Class I - Ivy Funds Inc,"6300 Lamar Ave, Overland Park, KS 66202",800-777-6472,,,,,Kimberly A. Scott,"September 30, 2014",39.0135289,-94.6597873243408
f,MTMIX,MainStay MacKay Total Return Bond Fund Class I - Mainstay Funds Trust,"169 Lackawanna Ave, Parsippany NJ 07054",800-624-6782,,,,,Dan C. Roberts,"February 27, 2011",40.878342,-74.453354
f,VMCCX,Virtus KAR Mid-Cap Core Fund Class C - Virtus Equity Trust,"101 Munson Street, Greenfield MA 01301",800-243-1574,,,,,Craig K Stone,"June 21, 2009",42.5731209,-72.6235182
f,TFGIX,American Beacon TwentyFour Strategic Income Fund Institutional Class - American Beacon Advisors,"4151 AMON CARTER BOULEVARD, FORT WORTH TX 76155",800-658-5811,,,,,Gary  Kirk,"April 2, 2017",32.8238846,-97.05154448511
f,LPCNX,BlackRock LifePath Dynamic 2030 Fund Investor C Shares - BlackRock Funds III,"400 Howard Street, San Francisco CA 94105",800-441-7762,,,,,Philip J. Green,"November 6, 2016",37.7890929,-122.39592427717
f,JSPCX,Janus Henderson Global Allocation Fund - Conservative Class T - Janus Investment Fund,"151 Detroit Street, Denver CO 80206",877-335-2687,,,,,Ashwin  Alankar,"August 31, 2014",39.7188136326531,-104.954728530612
c,MCD,McDonald's Corporation,"110 North Carpenter Street, Chicago, IL 60607, United States",630-623-3000,http://corporate.mcdonalds.com,Consumer Cyclical,Restaurants,"210,000",,,41.88359815,-87.6537726601401
f,FIQBX,Fidelity Advisor Asset Manager 70% Fund Class Z - Fidelity Charles Street Trust,"82 Devonshire Street, Boston, MA 02109",877-208-0098,,,,,Geoffrey D. Stein,"June 11, 2009",42.3578094167937,-71.0571865984733
c,PVCT,"Provectus Biopharmaceuticals, Inc.","10025 Investment Drive, Suite 250, Knoxville, TN 37932, United States",866-594-5999,http://www.provectusbio.com,Healthcare,Drug Manufacturers - Specialty & Generic,2,,,35.9255131,-84.129119
f,PTFRX,Putnam Tax Free High Yield Fund Class R6 Shares - Putnam Tax Free Income Trust,"One Post Office Sq, Boston MA 02109",800-225-1581,,,,,Paul  Drury,"May 31, 2002",42.356809,-71.0551195476058
f,GGGIX,"GAMCO Global Growth Fund Class Institutional - Gamco Global Series Funds, Inc","One Corporate Center, Rye, NY 10580",800-422-3554,,,,,Caesar M.P. Bryan,"December 30, 2000",40.972999,-73.700364
f,LGNGX,Logan Capital Large Cap Growth Fund Institutional Class - Logan Capital,"Six Coulter Avenue, Suite 2000, Ardmore, PA 19003",855-215-1200,,,,,Stephen S. Lee,"June 27, 2012",40.0079054,-75.2868784
c,CBRI,"CMTSU Liquidation, Inc.","7900 E Union Avenue, Suite 1100, Denver, CO 80237, United States",303-220-0100,http://www.ciber.com,Technology,Information Technology Services,"6,000",,,39.6277323,-104.8960712
f,CCTRX,Columbia Small Cap Value Fund II Class R - Columbia Funds Series Trust,"One Financial Center, Boston MA 02111",800-345-6611,,,,,Christian K. Stadlinger,"April 30, 2002",42.35240955,-71.0563898411812
f,KIRYX,Salient Global Real Estate Fund Institutional Class - Forward Funds,"101 CALIFORNIA STREET, SAN FRANCISCO CA 94111",800-999-6809,,,,,Joel S. Beam,"April 27, 2006",37.7930342,-122.398342
c,SCX,The L.S. Starrett Company,"121 Crescent Street, Athol, MA 01331, United States",978-249-3551,http://www.starrett.com,Industrials,Tools & Accessories,"1,603",,,42.5955726,-72.2282234758882
c,LLEX,"Lilis Energy, Inc.","201 Main Street, Suite 1351, Fort Worth, TX 76102, United States",817-585-9001,http://www.lilisenergy.com,Energy,Oil & Gas E&P,39,,,32.756382,-97.332272
f,CCFTX,American Funds 2035 Target Date Retirement Fund Class C - American Funds Target Date Retiremt Ser,"333 South Hope Street, Los Angeles, CA 90071",800-421-4225,,,,,James B. Lovelace,"January 31, 2007",34.0536209,-118.2532654
c,LGGNY,Legal & General Group Plc,"One Coleman Street, London EC2R 5AA, United Kingdom",44 20 3124 2000,http://www.legalandgeneralgroup.com,Financial Services,Insurance - Life,"7,981",,,51.516815,-0.0897135
f,JHRLX,John Hancock Funds II Multimanager 2010 Lifetime Portfolio Class I - John Hancock Funds,"601 Congress Street, Boston MA 02210",888-972-8696,,,,,Nathan  Thooft,"May 14, 2013",42.3474296,-71.039928237766
f,TCSOX,Transamerica ClearTrack 2060 R1 - Transamerica Funds,"570 Carillon Parkway, St Petersburg FL 33716",888-233-4339,,,,,Lisa  Wang,"August 14, 2019",27.88735435,-82.6642533124311
f,TDMZX,"AB Multi-Manager Select 2035 Fund Class Z - Alliancebernstein Cap Fund,inc","1345 Avenue Of The Americas, New York, NY 10105",800-221-5672,,,,,Christopher H. Nikolich,"December 14, 2014",40.7629997,-73.9790535048189
c,EDHD,"EDD Helms Group, Inc.","740 International Parkway, Sunrise, FL 33325, United States",305-653-2520,http://www.eddhelms.com,Industrials,Diversified Industrials,140,,,26.1303318622189,-80.3410832332137
f,PUBCX,PIMCO Dynamic Bond Fund Class C - PIMCO Investments LLC distributor,"1633 Broadway, New York NY 10019",888-877-4626,,,,,Marc  Seidner,"January 11, 2015",40.762093,-73.9846558958814
f,FEFAX,First Eagle Fund of America Class A - First Eagle Fund,"1345 Avenue of the Americas, New York, NY 10105",800-334-2143,,,,,Harold J. Levy,"April 9, 1987",40.7629997,-73.9790535048189
f,MFGIX,Monteagle Quality Growth Fund Class I - Monteagle Funds,"8000 Town Centre Drive, Suite 400, Ohio 44147",888-263-5593,,,,,Brett L. Winnefeld,"August 31, 2017",41.3108632,-81.6818197
c,CVHIF,Ventura Cannabis and Wellness Corp.,"800 West 6th Street, Suite 1415, Los Angeles, CA 90017, United States",416-369-5265,http://www.venturacanna.com,Healthcare,Drug Manufacturers - Specialty & Generic,,,,34.050145,-118.257597
c,SLGD,Scott's Liquid Gold-Inc.,"4880 Havana Street, Suite 400, Denver, CO 80239, United States",303-373-4860,http://www.slginc.com,Consumer Defensive,Household & Personal Products,74,,,39.7862876271186,-104.865664491525
c,UNJCF,"Unicaja Banco, S.A.","Avenida de Andalucia, 10 and 12, Malaga 29007, Spain",34 952 13 80 00,http://www.unicajabanco.es,,,"6,803",,,36.7160221,-4.4428042
c,FIVE,"Five Below, Inc.","701 Market Street, Suite 300, Philadelphia, PA 19106, United States",215-546-7909,http://www.fivebelow.com,Consumer Cyclical,Specialty Retail,"3,500",,,39.951036,-75.152142
f,JCHOX,John Hancock Funds Multi-Index 2060 Preservation Portfolio Class 1 - John Hancock Funds,"601 Congress Street, Boston MA 02210",800-344-1029,,,,,Nathan  Thooft,"March 27, 2016",42.3474296,-71.039928237766
f,RTSGX,Transamerica Small Cap Growth R6 - Transamerica Funds,"570 Carillon Parkway, St Petersburg FL 33716",888-233-4339,,,,,Joseph T. LaBate,"February 28, 2017",27.88735435,-82.6642533124311
c,OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.","325 North Lasalle Street, Suite 645, Chicago, IL 60654, United States",312-832-1440,http://www.rivernorth.com/mutual-funds/rnsix-rndlx,Financial Services,Asset Management,,,,41.8870223,-87.6324739
f,LTUSX,Thornburg Limited Term U.S. Government Fund Class A - Thornburg Investment Trust,"2300 North Ridgetop Road, Santa Fe, NM 87506-8361",800-847-0200,,,,,Jason  Brady,"January 31, 2007",35.7195225,-105.9464532
c,ATRI,Atrion Corporation,"One Allentown Parkway, Allen, TX 75002, United States",972-390-9800,http://www.atrioncorp.com,Healthcare,Medical Instruments & Supplies,570,,,33.0826872,-96.6766223
f,MXDQX,"Great-West U.S. Government Securities Fund Institutional Class - Great-West Funds, Inc","8525 E Orchard Rd, Greenwood Village CO 80111",866-831-7129,,,,,Jack  Brown,"April 28, 2016",39.60988825,-104.890794870824
c,NEXT,NextDecade Corporation,"1000 Louisiana Street, Suite 3900, Houston, TX 77002, United States",713-574-1880,http://www.next-decade.com,Energy,Oil & Gas E&P,36,,,29.75842995,-95.3682993442139
f,RHITX,American Funds 2050 Target Date Retirement Fund Class R-5E - American Funds Target Date Retiremt Ser,"333 South Hope Street, Los Angeles, CA 90071",800-421-4225,,,,,James B. Lovelace,"January 31, 2007",34.0536209,-118.2532654
f,PBLIX,PNC Balanced Allocation Fund Class I - PNC Funds,"103 Bellevue Parkway Suite 152, Wilmington, DE 19809",800-622-3863,,,,,Martin  Schulz,"July 9, 1998",39.7459468,-75.546589
c,HTLF,"Heartland Financial USA, Inc.","1398 Central Avenue, Dubuque, IA 52001, United States",563-589-2100,http://www.htlf.com,Financial Services,Banks - Regional - US,"2,040",,,42.506271,-90.667594
f,FIFQX,Fidelity Advisor Founders Fund Class C - Fidelity Concord Street Trust,"82 Devonshire Street, Boston, MA 02109",877-208-0098,,,,,Daniel E. Kelley,"February 13, 2019",42.3578094167937,-71.0571865984733
c,CATO,The Cato Corporation,"8100 Denmark Road, Charlotte, NC 28273, United States",704-554-8510,http://www.catofashions.com,Consumer Cyclical,Apparel Stores,"10,350",,,35.128699,-80.87873
f,FTXFX,Fuller & Thaler Behavioral Small-Cap Growth Fund R6 Shares - Capitol Series Trust,"2960 North Meridian St., Suite 300, Indianapolis IN 46208",888-912-4562,,,,,Frederick  Stanske,"December 20, 2017",39.8094344,-86.1580439871307
f,GDRFX,Goldman Sachs Alternative Premia Fund Class R - Goldman Sachs Trust,"71 South Wacker Drive, Chicago DE 60606",800-526-7384,,,,,Federico  Gilly,"October 29, 2017",41.8811007,-87.6360332229134
f,RLEDX,Lazard Emerging Markets Debt Portfolio R6 Shares - Lazard Funds Inc,"30 Rockefeller Plaza, New York, NY 10112",800-823-6300,,,,,Denise S. Simon,"February 27, 2011",40.7591232,-73.9795559884319
c,TPAC,"Trans-Pacific Aerospace Company, Inc.","2975 Huntington Drive, Suite 107, San Marino, CA 91108, United States",626-796-9804,http://www.transpacificaerospace.com,Industrials,Aerospace & Defense,6,,,34.1183323,-118.1153118
c,VTNR,"Vertex Energy, Inc.","1331 Gemini Street, Suite 250, Houston, TX 77058, United States",281-486-4182,http://www.vertexenergy.com,Industrials,Waste Management,215,,,29.5584735770184,-95.1128703954615
c,EPSN,Epsilon Energy Ltd.,"16701 Greenspoint Park Drive, Suite 195, Houston, TX 77060, United States",281-670-0002,http://www.epsilonenergyltd.com,Energy,Oil & Gas E&P,8,,,29.944193,-95.402836
f,JFLJX,JPMorgan Investor Conservative Growth Fund Class R6 - Jpmorgan Trust II,"245 Park Avenue, New York, NY 10167",800-480-4111,,,,,Michael  Loeffler,"December 31, 2004",40.7546124,-73.9746718955844
f,HJPSX,Hennessy Japan Small Cap Fund Investor Class - Hennessy Funds Trust,"7250 Redwood Boulevard Suite 200, Novato CA 94945",800-966-4354,,,,,Tetsuya  Hirano,"October 16, 2015",38.1061979,-122.5681191
f,PSDSX,Palmer Square Ultra-Short Duration Investment Grade Fund - Investment Managers Series Trust (Palmer Square),"803 West Michigan Street, Milwaukee, WI 53233",866-933-9033,,,,,Christopher D. Long,"October 6, 2016",43.0373418,-87.922288
f,CCVCX,Calamos Convertible Fund Class C - Calamos Investment Trust,"2020 Calamos Court, Naperville, IL 60563",800-582-6959,,,,,John  Calamos,"June 20, 1985",41.8064793,-88.2022875
f,FTLMX,Franklin LifeSmart 2025 Retirement Target Fund Class R6 - Franklin Templeton Fund Allocator Series,"One Franklin Parkway, San Mateo, CA 94403-1906",800-342-5236,,,,,Thomas  Nelson,"April 30, 2011",37.5404965,-122.2952952
c,CYSM,Community Bancorp of Santa Maria,"2739 Santa Maria Way, Santa Maria, CA 93455, United States",805-922-2900,http://www.yourcbsm.com,Financial Services,Banks - Regional - US,,,,34.9099335049358,-120.434038240115
f,PMHCX,PIMCO EqS Long/Short Fund Class C - PIMCO Equity Series,"650 Newport Center Drive, Newport Beach, California 92660",888-877-4626,,,,,John M. Devir,"July 31, 2016",33.6188929147052,-117.873771853298
c,PXFG,"Phoenix Footwear Group, Inc.","5937 Darwin Court, Suite 109, Carlsbad, CA 92008, United States",760-602-9688,http://www.phoenixfootwear.com,Consumer Cyclical,Footwear & Accessories,,,,33.129514,-117.285881
f,ACUIX,Columbia Dividend Opportunity Fund Class C - Columbia Funds Series Trust II,"225 FRANKLIN STREET, BOSTON MA 02110",800-345-6611,,,,,David L. King,"April 30, 2018",42.3560992,-71.053918610129
f,ICEIX,Ivy International Core Equity Fund Class I - Ivy Funds Inc,"6300 Lamar Ave, Overland Park, KS 66202",800-777-6472,,,,,Catherine L. Murray,"January 24, 2017",39.0135289,-94.6597873243408
f,TILRX,TIAA-CREF Large-Cap Growth Fund Retirement Class - Tiaa-cref Funds,"730 Third Ave., New York NY 10017",877-518-9161,,,,,Terrence  Kontos,"February 28, 2014",42.8002283,-73.9523152
f,WTDRX,Wells Fargo Dynamic Target 2055 Fund Class C - Wells Fargo Funds Trust,"525 Market Street, San Francisco CA 94163",800-222-8222,,,,,Petros N. Bocray,"September 30, 2016",37.79050745,-122.39915845
c,NRGX,PIMCO Energy and Tactical Credit Opportunities Fund,"650 Newport Center Drive, Newport Beach, CA 92660, United States",949-720-6000,,,,,,,33.6188929147052,-117.873771853298
f,EAXFX,Wells Fargo Asset Allocation Fund - Class R - Wells Fargo Funds Trust,"525 Market Street, San Francisco CA 94163",800-222-8222,,,,,Christian L. Chan,"June 14, 2018",37.79050745,-122.39915845
c,NUVA,"NuVasive, Inc.","7475 Lusk Boulevard, San Diego, CA 92121, United States",858-909-1800,http://www.nuvasive.com,Healthcare,Medical Devices,"2,600",,,32.8987882399797,-117.21738191817
f,FIIQX,Delaware International Fund Class R6 - First Investors Equity Funds,"110 Wall Street, New York, NY 10005",800-423-4026,,,,,Matthew  Benkendorf,"March 10, 2016",40.7047951,-74.0065116
c,IMOS,ChipMOS TECHNOLOGIES INC.,"No. 1, R&D Road 1, Hsinchu Science Park, Hsinchu, Taiwan",886 3 577 0055,http://www.chipmos.com,Technology,Semiconductors,,,,6.2823621,-57.3983879
f,GIXIX,Nationwide International Index Fund Class R6 - Nationwide Mutual Funds,"1000 Continental Drive, Suite 400, King of Prussia, PA 19406",800-848-0920,,,,,Alan  Mason,"February 28, 2014",40.081414,-75.399429
f,TITIX,TIAA-CREF 5-15 Year Laddered Tax-Exempt Bond Fund Institutional Class - Tiaa-cref Funds,"730 Third Ave., New York NY 10017",877-518-9161,,,,,Timothy  Ryan,"July 31, 2019",42.8002283,-73.9523152
c,UEPCP,Union Electric Company,"1901 Chouteau Avenue, St. Louis, MO 63103, United States",314-621-3222,http://www.ameren.com/missouri,Utilities,Utilities - Regulated Electric,"3,798",,,38.620525,-90.210023
f,OURZX,Mission-Auour Risk-Managed Global Equity Fund Class Z - World Funds Trust,"8730 Stony Point Parkway, Suite 205, Richmond, VA 23235",800-673-0550,,,,,Kenneth J. Doerr,"November 6, 2017",37.5526804,-77.5747466
f,RNCAX,American Funds Conservative Growth and Income Portfolio Class R-1 - American Funds Portfolio Series,"333 South Hope Street, Los Angeles, CA 90071",800-421-4225,,,,,Jody F. Jonsson,"December 31, 2014",34.0536209,-118.2532654
f,PSYPX,Palmer Square Income Plus Fund - Investment Managers Series Trust (Palmer Square),"803 West Michigan Street, Milwaukee, WI 53233",866-933-9033,,,,,Christopher D. Long,"February 27, 2014",43.0373418,-87.922288
f,GBCAX,Gabelli Dividend Growth Fund Class A - Gabelli Blue Chip Value Fund,"One Corporate Center, Rye, NY 10580",800-422-3554,,,,,Robert  Leininger,"February 28, 2017",40.972999,-73.700364
c,TELL,Tellurian Inc.,"1201 Louisiana Street, Suite 3100, Houston, TX 77002, United States",832-962-4000,http://www.tellurianinc.com,Energy,Oil & Gas E&P,172,,,29.7565581,-95.3684480818705
f,JHSIX,John Hancock Funds II Spectrum Income Fund Class A - John Hancock Funds,"601 Congress Street, Boston MA 02210",800-225-5291,,,,,Charles M. Shriver,"December 30, 2011",42.3474296,-71.039928237766
f,BXECX,Barings Emerging Markets Debt Blended Total Return Fund Class C - Babson Capital Funds Trust,"550 South Tryon Street, Suite 3300, Charlotte NC 28202",855-439-5459,,,,,Natalia  Krol,"August 1, 2018",35.2239058,-80.8484896
c,CBDL,CBD Life Sciences Inc.,"8350 Ashlane Way, Suite 104, Woodlands, TX 77382, United States",936-559-7404,http://www.optiumcyber.com,Technology,Software - Infrastructure,4,,,30.1820508,-95.5651655
f,HGRAX,Janus Henderson U.S. Growth Opportunities Fund Class A - Janus Investment Fund,"151 Detroit Street, Denver CO 80206",877-335-2687,,,,,Derek J. Pawlak,"December 17, 2014",39.7188136326531,-104.954728530612
f,ACTIX,"American Century Capital Value Fund Investor Class - American Century Mutual Funds, Inc.","4500 Main Street, Kansas City, MO 64111",800-345-2021,,,,,Brian  Woglom,"January 7, 2016",39.04561915,-94.5874304667582
f,CCBAX,City National Rochdale Corporate Bond Fund Class N - CNI Charter Funds,"400 North Roxbury Drive, Beverly Hills, CA 90210",888-889-0799,,,,,Gregory  Kaplan,"December 30, 2017",34.06722,-118.405967
c,GIG,"GigCapital, Inc.","2479 East Bayshore Road, Suite 200, Palo Alto, CA 94303, United States",650-276-7040,http://www.gigcapitalglobal.com,Industrials,Conglomerates,,,,37.4483401,-122.11791943943
f,ITETX,VY T. Rowe Price Equity Income Portfolio Class S2 - Voya Investors Trust,"7337 E. Doubletree Ranch Road, Scottsdale AZ 85258",800-366-0066,,,,,John D. Linehan,"November 29, 2015",33.5684777,-111.8640703
c,ROL,"Rollins, Inc.","2170 Piedmont Road, NE, Atlanta, GA 30324, United States",404-888-2000,http://www.rollins.com,Consumer Cyclical,Personal Services,"13,734",,,33.8432,-84.3710753
f,FUAMX,Fidelity Intermediate Treasury Bond Index Fund - Fidelity Fixed Income Trust,"82 Devonshire Street, Boston, MA 02109",800-544-8544,,,,,Jay  Small,"April 28, 2015",42.3578094167937,-71.0571865984733
f,LTRKX,Lord Abbett Total Return Fund Class R4 - Lord Abbett Investment Trust,"90 Hudson Street, Jersey City, NJ 7302",888-522-2388,,,,,Andrew A. O'Brien,"September 30, 2007",40.71583215625,-74.0340405
c,ACTG,Acacia Research Corporation,"120 Newport Center Drive, Suite 100, Newport Beach, CA 92660, United States",949-480-8300,http://www.acaciaresearch.com,Industrials,Business Services,13,,,33.6091464539316,-117.877636825248
f,CNDCX,Columbia Bond Fund Class C - Columbia Funds Series Trust I,"One Financial Center, Boston MA 02111",800-345-6611,,,,,Jason J. Callan,"January 18, 2016",42.35240955,-71.0563898411812
f,PFLRX,Putnam Floating Rate Income Fund Class A - Putnam Funds Trust,"One Post Office Square, Boston MA 02109",800-225-1581,,,,,Paul D. Scanlon,"March 22, 2005",42.356809,-71.0551195476058
f,WLVDX,Wells Fargo Low Volatility U.S. Equity Fund Administrator Class - Wells Fargo Funds Trust,"525 Market Street, San Francisco CA 94163",800-222-8222,,,,,Dennis  Bein,"October 30, 2016",37.79050745,-122.39915845
c,SBH,"Sally Beauty Holdings, Inc.","3001 Colorado Boulevard, Denton, TX 76210, United States",940-898-7500,http://www.sallybeautyholdings.com,Consumer Cyclical,Specialty Retail,"13,940",,,33.182155,-97.097407
f,TSAGX,Touchstone Large Company Growth Fund Class A - Touchstone Strategic Trust,"303 Broadway, Suite 1100, Cincinnati OH 45202",800-543-0407,,,,,Daniel B. Strickberger,"August 27, 2009",39.0998931917004,-84.505769260213
c,NWL,Newell Brands Inc.,"221 River Street, Hoboken, NJ 07030, United States",201-610-6600,http://www.newellbrands.com,Consumer Defensive,Household & Personal Products,"37,000",,,40.7387275,-74.0281242
c,BRID,Bridgford Foods Corporation,"1308 North Patt Street, Anaheim, CA 92801, United States",714-526-5533,http://www.bridgford.com,Consumer Defensive,Packaged Foods,544,,,33.8528205510204,-117.915373244898
f,FDGTX,Fidelity Advisor Dividend Growth Fund Class M - Fidelity Advisor Series I,"82 Devonshire Street, Boston, MA 02109",877-208-0098,,,,,Gordon  Scott,"April 7, 2017",42.3578094167937,-71.0571865984733
f,SGFCX,Sparrow Growth Fund Class C - Unified Series Trust (Sparrow),"11330 Olive Boulevard Suite 230, St. Louis, MO 63141",888-727-3301,,,,,Gerald R. Sparrow,"October 1, 1998",38.6268039,-90.1994097
f,CNWFX,American Funds New World Fund Class 529-F - New World Fund Inc,"333 South Hope Street, Los Angeles, CA 90071-1447",800-421-4225,,,,,Robert  Lovelace,"June 16, 1999",34.0536209,-118.2532654
c,ASTE,"Astec Industries, Inc.","1725 Shepherd Road, Chattanooga, TN 37421, United States",423-899-5898,http://www.astecindustries.com,Industrials,Farm & Construction Equipment,"4,183",,,35.036482,-85.1929681
